photo,coords,name,type,org,image_path,zone,floors,timestamp,zone_th
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645248225527.jpeg,"[100.648301, 13.695773]",ห้องน้ำ ติดถนนด้านหน้า ชั้น 2,ห้องน้ำ,โรบินสัน,train_clip/1645248225527.jpeg,front-mid,2,2022-02-19 05:24:09.997196+00,ติดถนนด้านหน้า
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645247594914.jpeg,"[99.549342862452, 16.475884874548]",ห้องน้ำ ด้านข้างฝั่งขวา ชั้น 2,ห้องน้ำ,Ronbinson Lifestyle Kamphaengphet,train_clip/1645247594914.jpeg,side-right,2,2022-02-19 05:13:18.884675+00,ด้านข้างฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645247503542.jpeg,"[99.549342862452, 16.475884874548]",ห้องน้ำ ด้านข้างฝั่งขวา ชั้น 1,ห้องน้ำ,Ronbinson Lifestyle Kamphaengphet,train_clip/1645247503542.jpeg,side-right,1,2022-02-19 05:11:49.129368+00,ด้านข้างฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645247212031.jpeg,"[99.549342862452, 16.475884874548]",ลิฟต์ ด้านข้างฝั่งขวา ชั้น 1,ลิฟต์,Ronbinson Lifestyle Kamphaengphet,train_clip/1645247212031.jpeg,side-right,1,2022-02-19 05:10:28.78633+00,ด้านข้างฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645241979148.jpeg,"[100.61835, 13.987521]",ศูนย์บริการ ด้านหลัง ชั้น 2,ศูนย์บริการ,ห้างสรรพสินค้าเซ็นทรัล,train_clip/1645241979148.jpeg,back-mid,2,2022-02-19 03:41:29.365795+00,ด้านหลัง
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645241108528.jpeg,"[100.799172, 18.80193]",ที่จอดรถ ตรงกลาง ชั้น 1,ที่จอดรถ,Nan Boutique Resort,train_clip/1645241108528.jpeg,center,1,2022-02-19 03:25:15.987703+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645240907906.jpeg,"[100.799172, 18.80193]",ทางลาด ตรงกลาง ชั้น 1,ทางลาด,Nan Boutique Resort,train_clip/1645240907906.jpeg,center,1,2022-02-19 03:22:45.077527+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645237143200.jpeg,"[100.799172, 18.80193]",ห้องน้ำ ตรงกลาง ชั้น 1,ห้องน้ำ,Nan Boutique Resort,train_clip/1645237143200.jpeg,center,1,2022-02-19 03:08:56.68987+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645193195556.jpeg,"[98.973035, 18.835577]",ลิฟต์ ด้านหลัง ชั้น B,ลิฟต์,Caltex,train_clip/1645193195556.jpeg,back-mid,B,2022-02-18 14:06:40.310361+00,ด้านหลัง
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645189100557.jpeg,"[100.54643580976, 13.74379637675]",ศูนย์บริการ ติดถนนด้านหน้า ชั้น B,ศูนย์บริการ,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645189100557.jpeg,front-mid,B,2022-02-18 12:58:29.985396+00,ติดถนนด้านหน้า
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645189100557.jpeg,"[100.54643580976, 13.74379637675]",ศูนย์บริการ ติดถนนด้านหน้า ชั้น B,ศูนย์บริการ,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645189100557.jpeg,front-mid,B,2022-02-18 12:58:26.566968+00,ติดถนนด้านหน้า
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645189100557.jpeg,"[100.54643580976, 13.74379637675]",ศูนย์บริการ ติดถนนด้านหน้า ชั้น B,ศูนย์บริการ,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645189100557.jpeg,front-mid,B,2022-02-18 12:58:24.065498+00,ติดถนนด้านหน้า
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645188756704.jpeg,"[100.54643580976, 13.74379637675]",ป้ายสัญลักษณ์ ตรงกลาง ชั้น B,ป้ายสัญลักษณ์,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645188756704.jpeg,center,B,2022-02-18 12:52:41.959116+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645188700192.jpeg,"[100.54643580976, 13.74379637675]",ป้ายสัญลักษณ์ ตรงกลาง ชั้น 1,ป้ายสัญลักษณ์,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645188700192.jpeg,center,1,2022-02-18 12:51:47.598222+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645188620816.jpeg,"[100.54643580976, 13.74379637675]",ป้ายสัญลักษณ์ ตรงกลาง ชั้น 2,ป้ายสัญลักษณ์,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645188620816.jpeg,center,2,2022-02-18 12:50:33.491872+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645188559222.jpeg,"[100.54643580976, 13.74379637675]",ป้ายสัญลักษณ์ ตรงกลาง ชั้น 3,ป้ายสัญลักษณ์,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645188559222.jpeg,center,3,2022-02-18 12:49:28.444048+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645188451316.jpeg,"[100.54643580976, 13.74379637675]",ป้ายสัญลักษณ์ ตรงกลาง ชั้น 4,ป้ายสัญลักษณ์,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645188451316.jpeg,center,4,2022-02-18 12:47:36.585692+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645188407504.jpeg,"[100.54643580976, 13.74379637675]",ป้ายสัญลักษณ์ ตรงกลาง ชั้น 5,ป้ายสัญลักษณ์,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645188407504.jpeg,center,5,2022-02-18 12:46:52.036221+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645188359629.jpeg,"[100.54643580976, 13.74379637675]",ป้ายสัญลักษณ์ ตรงกลาง ชั้น 6+,ป้ายสัญลักษณ์,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645188359629.jpeg,center,6+,2022-02-18 12:46:04.687518+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645188223290.jpeg,"[100.54643580976, 13.74379637675]",ศูนย์บริการ ตรงกลาง ชั้น B,ศูนย์บริการ,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645188223290.jpeg,center,B,2022-02-18 12:43:48.461135+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645187304041.jpeg,"[100.54643580976, 13.74379637675]",ทางลาด ติดถนนด้านหน้าฝั่งขวา ชั้น B,ทางลาด,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645187304041.jpeg,front-right,B,2022-02-18 12:28:29.103428+00,ติดถนนด้านหน้าฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645187228747.jpeg,"[100.54643580976, 13.74379637675]",ทางลาด ตรงกลาง ชั้น 6+,ทางลาด,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645187228747.jpeg,center,6+,2022-02-18 12:27:14.575704+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645183811312.jpeg,"[100.54643580976, 13.74379637675]",ทางลาด ด้านข้างฝั่งขวา ชั้น 6+,ทางลาด,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645183811312.jpeg,side-right,6+,2022-02-18 11:30:16.636641+00,ด้านข้างฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645183384778.jpeg,"[100.54643580976, 13.74379637675]",ที่จอดรถ ตรงกลาง ชั้น B,ที่จอดรถ,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645183384778.jpeg,center,B,2022-02-18 11:23:09.887992+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645178048446.jpeg,"[99.626438496541, 7.5639796497494]",ทางเดิน ด้านหลัง ชั้น 1,ทางเดิน,ห้างสรรพสินค้าโรบินสัน,train_clip/1645178048446.jpeg,back-mid,1,2022-02-18 09:59:26.121027+00,ด้านหลัง
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645177964171.jpeg,"[99.626438496541, 7.5639796497494]",ลิฟต์ ด้านข้างฝั่งขวา ชั้น 1,ลิฟต์,ห้างสรรพสินค้าโรบินสัน,train_clip/1645177964171.jpeg,side-right,1,2022-02-18 09:53:05.059946+00,ด้านข้างฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645177843226.jpeg,"[99.626438496541, 7.5639796497494]",ลิฟต์ ด้านข้างฝั่งขวา ชั้น 2,ลิฟต์,ห้างสรรพสินค้าโรบินสัน,train_clip/1645177843226.jpeg,side-right,2,2022-02-18 09:50:51.842979+00,ด้านข้างฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645177790522.jpeg,"[99.626438496541, 7.5639796497494]",ศูนย์บริการ ด้านหลัง ชั้น 2,ศูนย์บริการ,ห้างสรรพสินค้าโรบินสัน,train_clip/1645177790522.jpeg,back-mid,2,2022-02-18 09:49:55.062928+00,ด้านหลัง
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645177552927.jpeg,"[99.626438496541, 7.5639796497494]",ที่จอดรถ ติดถนนด้านหน้า ชั้น 1,ที่จอดรถ,ห้างสรรพสินค้าโรบินสัน,train_clip/1645177552927.jpeg,front-mid,1,2022-02-18 09:45:59.851393+00,ติดถนนด้านหน้า
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645177552927.jpeg,"[99.626438496541, 7.5639796497494]",ที่จอดรถ ติดถนนด้านหน้า ชั้น 1,ที่จอดรถ,ห้างสรรพสินค้าโรบินสัน,train_clip/1645177552927.jpeg,front-mid,1,2022-02-18 09:45:55.788379+00,ติดถนนด้านหน้า
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645177523234.jpeg,"[100.54643580976, 13.74379637675]",ลิฟต์ ตรงกลาง ชั้น 6+,ลิฟต์,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645177523234.jpeg,center,6+,2022-02-18 09:45:29.263876+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645177513640.jpeg,"[99.626438496541, 7.5639796497494]",ห้องน้ำ ด้านหลังฝั่งซ้าย ชั้น 2,ห้องน้ำ,ห้างสรรพสินค้าโรบินสัน,train_clip/1645177513640.jpeg,back-left,2,2022-02-18 09:45:16.995921+00,ด้านหลังฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645177456040.jpeg,"[99.626438496541, 7.5639796497494]",ห้องน้ำ ด้านหลังฝั่งขวา ชั้น 2,ห้องน้ำ,ห้างสรรพสินค้าโรบินสัน,train_clip/1645177456040.jpeg,back-right,2,2022-02-18 09:44:19.520615+00,ด้านหลังฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645177394243.jpeg,"[99.626438496541, 7.5639796497494]",ห้องน้ำ ด้านหลังฝั่งซ้าย ชั้น 1,ห้องน้ำ,ห้างสรรพสินค้าโรบินสัน,train_clip/1645177394243.jpeg,back-left,1,2022-02-18 09:43:18.90069+00,ด้านหลังฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645177298919.jpeg,"[99.626438496541, 7.5639796497494]",ห้องน้ำ ด้านข้างฝั่งขวา ชั้น 1,ห้องน้ำ,ห้างสรรพสินค้าโรบินสัน,train_clip/1645177298919.jpeg,side-right,1,2022-02-18 09:41:59.864604+00,ด้านข้างฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645177241851.jpeg,"[99.626438496541, 7.5639796497494]",ห้องน้ำ ด้านข้างฝั่งซ้าย ชั้น 1,ห้องน้ำ,ห้างสรรพสินค้าโรบินสัน,train_clip/1645177241851.jpeg,side-left,1,2022-02-18 09:40:58.921801+00,ด้านข้างฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645177121325.jpeg,"[99.626438496541, 7.5639796497494]",ทางลาด ด้านข้างฝั่งซ้าย ชั้น 1,ทางลาด,ห้างสรรพสินค้าโรบินสัน,train_clip/1645177121325.jpeg,side-left,1,2022-02-18 09:39:05.369181+00,ด้านข้างฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645176759044.jpeg,"[100.497902, 13.866667]",ที่จอดรถ ด้านข้างฝั่งซ้าย ชั้น 3,ที่จอดรถ,เซ็นทรัลพลาซา รัตนาธิเบศร์,train_clip/1645176759044.jpeg,side-left,3,2022-02-18 09:37:30.762993+00,ด้านข้างฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645177037543.jpeg,"[99.549342862452, 16.475884874548]",ลิฟต์ ตรงกลาง ชั้น 2,ลิฟต์,Ronbinson Lifestyle Kamphaengphet,train_clip/1645177037543.jpeg,center,2,2022-02-18 09:37:28.057432+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645177024910.jpeg,"[99.626438496541, 7.5639796497494]",ทางลาด ติดถนนด้านหน้าฝั่งขวา ชั้น 1,ทางลาด,ห้างสรรพสินค้าโรบินสัน,train_clip/1645177024910.jpeg,front-right,1,2022-02-18 09:37:25.474395+00,ติดถนนด้านหน้าฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645176931657.jpeg,"[99.626438496541, 7.5639796497494]",ทางลาด ด้านหลัง ชั้น 1,ทางลาด,ห้างสรรพสินค้าโรบินสัน,train_clip/1645176931657.jpeg,back-mid,1,2022-02-18 09:36:02.924199+00,ด้านหลัง
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645176871678.jpeg,"[100.54643580976, 13.74379637675]",ลิฟต์ ตรงกลาง ชั้น 5,ลิฟต์,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645176871678.jpeg,center,5,2022-02-18 09:35:52.458607+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645176786811.jpeg,"[99.549342862452, 16.475884874548]",ที่จอดรถ ด้านหลัง ชั้น 1,ที่จอดรถ,Ronbinson Lifestyle Kamphaengphet,train_clip/1645176786811.jpeg,back-mid,1,2022-02-18 09:33:15.483602+00,ด้านหลัง
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645176784697.jpeg,"[100.54643580976, 13.74379637675]",ลิฟต์ ตรงกลาง ชั้น 4,ลิฟต์,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645176784697.jpeg,center,4,2022-02-18 09:33:09.34382+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645176728235.jpeg,"[100.54643580976, 13.74379637675]",ลิฟต์ ตรงกลาง ชั้น 3,ลิฟต์,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645176728235.jpeg,center,3,2022-02-18 09:32:12.600819+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645176571987.jpeg,"[100.54643580976, 13.74379637675]",ลิฟต์ ตรงกลาง ชั้น 2,ลิฟต์,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645176571987.jpeg,center,2,2022-02-18 09:29:52.237534+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645176562160.jpeg,"[99.549342862452, 16.475884874548]",ลิฟต์ ตรงกลาง ชั้น 1,ลิฟต์,Ronbinson Lifestyle Kamphaengphet,train_clip/1645176562160.jpeg,center,1,2022-02-18 09:29:47.587185+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645176527654.jpeg,"[100.54643580976, 13.74379637675]",ลิฟต์ ตรงกลาง ชั้น 1,ลิฟต์,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645176527654.jpeg,center,1,2022-02-18 09:28:51.434043+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645176263154.jpeg,"[100.54643580976, 13.74379637675]",ลิฟต์ ตรงกลาง ชั้น B,ลิฟต์,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645176263154.jpeg,center,B,2022-02-18 09:24:28.162102+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645176011783.jpeg,"[100.54643580976, 13.74379637675]",ห้องน้ำ ด้านหลังฝั่งขวา ชั้น B,ห้องน้ำ,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645176011783.jpeg,back-right,B,2022-02-18 09:20:25.187203+00,ด้านหลังฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645175754696.jpeg,"[100.54643580976, 13.74379637675]",ห้องน้ำ ด้านหลังฝั่งขวา ชั้น 2,ห้องน้ำ,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645175754696.jpeg,back-right,2,2022-02-18 09:16:06.944961+00,ด้านหลังฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645175671199.jpeg,"[100.54643580976, 13.74379637675]",ห้องน้ำ ด้านหลังฝั่งขวา ชั้น 3,ห้องน้ำ,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645175671199.jpeg,back-right,3,2022-02-18 09:14:34.935371+00,ด้านหลังฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645175563144.jpeg,"[100.468938, 7.003272]",ห้องน้ำ ตรงกลาง ชั้น 2,ห้องน้ำ,Robinson Department Store,train_clip/1645175563144.jpeg,center,2,2022-02-18 09:13:53.474637+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645175584174.jpeg,"[100.54643580976, 13.74379637675]",ห้องน้ำ ด้านหลังฝั่งขวา ชั้น 5,ห้องน้ำ,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645175584174.jpeg,back-right,5,2022-02-18 09:13:09.303369+00,ด้านหลังฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645175438557.jpeg,"[100.54643580976, 13.74379637675]",ห้องน้ำ ด้านหลังฝั่งขวา ชั้น 6+,ห้องน้ำ,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645175438557.jpeg,back-right,6+,2022-02-18 09:10:44.879294+00,ด้านหลังฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645175344395.jpeg,"[100.54643580976, 13.74379637675]",ห้องน้ำ ด้านหลังฝั่งซ้าย ชั้น 6+,ห้องน้ำ,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645175344395.jpeg,back-left,6+,2022-02-18 09:09:27.276351+00,ด้านหลังฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645175071372.jpeg,"[100.54643580976, 13.74379637675]",ห้องน้ำ ด้านหลังฝั่งขวา ชั้น 4,ห้องน้ำ,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645175071372.jpeg,back-right,4,2022-02-18 09:04:50.855934+00,ด้านหลังฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645175034946.jpeg,"[100.611037, 14.335408]",ที่จอดรถ ติดถนนด้านหน้าฝั่งขวา ชั้น B,ที่จอดรถ,Robinson Department Store,train_clip/1645175034946.jpeg,front-right,B,2022-02-18 09:04:21.156409+00,ติดถนนด้านหน้าฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645174962904.jpeg,"[100.611037, 14.335408]",ห้องน้ำ ติดถนนด้านหน้าฝั่งขวา ชั้น 2,ห้องน้ำ,Robinson Department Store,train_clip/1645174962904.jpeg,front-right,2,2022-02-18 09:03:02.133952+00,ติดถนนด้านหน้าฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645174910878.jpeg,"[100.232276, 16.841159]",ที่จอดรถ ติดถนนด้านหน้า ชั้น 1,ที่จอดรถ,โรบินสัน,train_clip/1645174910878.jpeg,front-mid,1,2022-02-18 09:01:55.658509+00,ติดถนนด้านหน้า
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645174862521.jpeg,"[100.611037, 14.335408]",ศูนย์บริการ ด้านหลังฝั่งขวา ชั้น 2,ศูนย์บริการ,Robinson Department Store,train_clip/1645174862521.jpeg,back-right,2,2022-02-18 09:01:28.218896+00,ด้านหลังฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645173953320.jpeg,"[100.54643580976, 13.74379637675]",ห้องน้ำ ด้านหลังฝั่งขวา ชั้น 5,ห้องน้ำ,Central Embassy (เซ็นทรัล เอ็มบาสซี),train_clip/1645173953320.jpeg,back-right,5,2022-02-18 08:54:28.122538+00,ด้านหลังฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645174391819.jpeg,"[100.232276, 16.841159]",ห้องน้ำ ด้านข้างฝั่งซ้าย ชั้น 1,ห้องน้ำ,โรบินสัน,train_clip/1645174391819.jpeg,side-left,1,2022-02-18 08:53:20.680537+00,ด้านข้างฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645173801173.jpeg,"[99.626438496541, 7.5639796497494]",ห้องน้ำ ด้านหลังฝั่งซ้าย ชั้น 2,ห้องน้ำ,ห้างสรรพสินค้าโรบินสัน,train_clip/1645173801173.jpeg,back-left,2,2022-02-18 08:44:04.444275+00,ด้านหลังฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645173780414.jpeg,"[100.537648, 13.69786]",ลิฟต์ ด้านข้างฝั่งซ้าย ชั้น B,ลิฟต์,ห้างสรรพสินค้าเซ็นทรัล,train_clip/1645173780414.jpeg,side-left,B,2022-02-18 08:43:06.001074+00,ด้านข้างฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645173712724.jpeg,"[100.537648, 13.69786]",ศูนย์บริการ ด้านหลัง ชั้น 3,ศูนย์บริการ,ห้างสรรพสินค้าเซ็นทรัล,train_clip/1645173712724.jpeg,back-mid,3,2022-02-18 08:42:06.686951+00,ด้านหลัง
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645171510347.jpeg,"[100.538576, 13.698054]",ศูนย์บริการ ด้านหลัง ชั้น 3,ศูนย์บริการ,เซ็นทรัลพลาซา พระราม 3,train_clip/1645171510347.jpeg,back-mid,3,2022-02-18 08:16:57.907543+00,ด้านหลัง
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645171369952.jpeg,"[100.538576, 13.698054]",ที่จอดรถ ด้านข้างฝั่งซ้าย ชั้น B,ที่จอดรถ,เซ็นทรัลพลาซา พระราม 3,train_clip/1645171369952.jpeg,side-left,B,2022-02-18 08:03:19.893879+00,ด้านข้างฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645171292477.jpeg,"[100.538576, 13.698054]",ทางลาด ด้านข้างฝั่งซ้าย ชั้น B,ทางลาด,เซ็นทรัลพลาซา พระราม 3,train_clip/1645171292477.jpeg,side-left,B,2022-02-18 08:01:41.670941+00,ด้านข้างฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645171264331.jpeg,"[100.61835, 13.987521]",ศูนย์บริการ ด้านหลัง ชั้น 2,ศูนย์บริการ,ห้างสรรพสินค้าเซ็นทรัล,train_clip/1645171264331.jpeg,back-mid,2,2022-02-18 08:01:12.156815+00,ด้านหลัง
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645171110374.jpeg,"[100.437886, 13.663926]",ศูนย์บริการ ด้านหลัง ชั้น 3,ศูนย์บริการ,เซ็นทรัล พระราม 2,train_clip/1645171110374.jpeg,back-mid,3,2022-02-18 07:58:37.940415+00,ด้านหลัง
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645171022508.jpeg,"[100.437886, 13.663926]",ที่จอดรถ ติดถนนด้านหน้า ชั้น 1,ที่จอดรถ,เซ็นทรัล พระราม 2,train_clip/1645171022508.jpeg,front-mid,1,2022-02-18 07:57:10.290799+00,ติดถนนด้านหน้า
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645170853654.jpeg,"[100.437886, 13.663926]",ห้องน้ำ ด้านหลังฝั่งขวา ชั้น 3,ห้องน้ำ,เซ็นทรัล พระราม 2,train_clip/1645170853654.jpeg,back-right,3,2022-02-18 07:54:32.237913+00,ด้านหลังฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645170714234.jpeg,"[100.61835, 13.987521]",ลิฟต์ ด้านหลัง ชั้น B,ลิฟต์,ห้างสรรพสินค้าเซ็นทรัล,train_clip/1645170714234.jpeg,back-mid,B,2022-02-18 07:52:07.179803+00,ด้านหลัง
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645170632722.jpeg,"[100.61835, 13.987521]",ที่จอดรถ ด้านหลัง ชั้น 1,ที่จอดรถ,ห้างสรรพสินค้าเซ็นทรัล,train_clip/1645170632722.jpeg,back-mid,1,2022-02-18 07:50:37.132149+00,ด้านหลัง
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645170618417.jpeg,"[98.971093, 18.835834]",ลิฟต์ ด้านหลัง ชั้น 1,ลิฟต์,Caltex,train_clip/1645170618417.jpeg,back-mid,1,2022-02-18 07:50:27.241142+00,ด้านหลัง
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1645170143829.jpeg,"[100.61835, 13.987521]",ห้องน้ำ ด้านหลัง ชั้น 1,ห้องน้ำ,ห้างสรรพสินค้าเซ็นทรัล,train_clip/1645170143829.jpeg,back-mid,1,2022-02-18 07:42:30.3584+00,ด้านหลัง
